-9822273.50491343,4883468.51067321,48,No Parking,"12"" X 18""", ,Streetlight, ,Parking,,R7-1,Champaign,48,,AERIAL,J,,48.0,
-9828642.31732527,4879827.82793607,49,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,49,,AERIAL,E,Stratford Dr,49.0,
-9828661.05104834,4879519.46205198,50,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,50,,AERIAL,E,Southwood Dr,20.0,
-9828636.41454506,4880142.67491008,51,Streetname,"6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,51,,AERIAL,E,Stratford Dr,50.0,
-9828635.94603319,4880242.51685136,52,Streetname,"8"" X 36""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,52,,AERIAL,D,Stratford Dr,21.0,
-9828184.93118962,4880138.77428281,53,Streetname,"6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,53,,AERIAL,E,Scottsdale Dr,22.0,
-9828183.56055742,4880034.68641208,54,Streetname,"6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,54,,AERIAL,E,Scottsdale Dr,23.0,
-9828015.73704405,4880026.04125422,55,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,55,,AERIAL,E,Arden  Ct,51.0,
-9828012.44341073,4879943.89545348,56,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,56,,AERIAL,E,Arden Ct,52.0,
-9828182.82709276,4879928.14005381,57,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,57,,AERIAL,E,Scottsdale Dr,25.0,
-9828181.40442011,4879823.80152901,58,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,58,,AERIAL,E,Scottsdale Dr,27.0,
-9828537.94097432,4879826.40109187,59,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,59,,AERIAL,E,Worcester Dr,53.0,
-9828558.24604536,4879517.36898661,61,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,61,,AERIAL,E,Southwood Dr,29.0,
-9828454.70983857,4879516.54377562,62,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,62,,AERIAL,E,Southwood Dr,55.0,
-9828333.102597,4879717.68864709,63,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,63,,AERIAL,E,Emerson Dr,56.0,
-9828434.81724742,4879709.17476106,64,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,64,,AERIAL,E,Bershire Dr,57.0,
-9828356.67421031,4879510.49760687,65,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,65,,AERIAL,E,Southwood Dr,58.0,
-9828959.24107356,4879518.89517237,66,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,66,,AERIAL,E,S Duncan Rd,31.0,
-9828961.89265103,4879783.0070822,67,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,67,,AERIAL,E,S Duncan Rd,32.0,
-9828776.78304476,4879764.28900766,68,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,68,,AERIAL,E,Tahoe Ct,59.0,
-9828962.481249,4879915.93452784,69,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,69,,AERIAL,E,S Duncan Rd,33.0,
-9828127.88362356,4879674.66787212,70,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,70,,AERIAL,E,Scottsdale Dr,34.0,
-9828031.42727034,4879795.12214449,71,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,71,,AERIAL,E,Southwood Dr,60.0,
-9827816.58125176,4880121.44752259,72,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,72,,AERIAL,E,Carolyn Dr,61.0,
-9827698.05407861,4880118.34392701,73,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,73,,AERIAL,E,Tara Dr,62.0,
-9821592.46255007,4882747.70559543,11881,Hospital,"24"" X 24""",carle and provena with arows,Wooden Post, ,Guide, ,D9-2,IDOT,12476,,AERIAL,J,,8597,
-9827636.29647756,4879878.78336096,75,Streetname,"6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,75,,AERIAL,E,Crescent Dr,36.0,
-9827517.76806909,4879849.75308807,76,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,76,,AERIAL,E,Southwood Dr,64.0,
-9827253.3272629,4879558.73751172,77,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,77,,AERIAL,E,Clover Ln,65.0,
-9827116.181093,4879537.00841208,78,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,78,,AERIAL,E,Alder Ln,66.0,
-9827141.97311306,4879319.01923187,79,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,79,,AERIAL,E,Alder Ln,10.0,
-9827133.64967315,4879453.17006437,80,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,80,,AERIAL,E,Alder Ln,11.0,
-9827264.46692166,4879783.13979399,81,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,81,,AERIAL,E,Southwood Dr,39.0,
-9827121.9604221,4879994.91963668,82,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,82,,AERIAL,E,Parkside Terr,40.0,
-9827024.9023755,4879776.23896827,83,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,83,,AERIAL,E,Southwood Dr,67.0,
-9827151.66044805,4879982.83776096,84,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,84,,AERIAL,E,Parkside Ter,41.0,
-9827143.29967634,4879778.48468595,85,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,85,,AERIAL,E,Southwood Dr,68.0,
-9827125.52147621,4880110.13512586,86,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,86,,AERIAL,E,Parkside Ter,69.0,
-9827286.39520535,4880130.13072621,87,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,87,,AERIAL,E,Rosewood Dr,70.0,
-9827485.41851208,4880150.14534731,88,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,88,,AERIAL,E,Crescent Dr,42.0,
-9827577.75916726,4880097.38568949,89,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,89,,AERIAL,E,Rodney Dr,43.0,
-9827670.79383754,4879705.90370566,90,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,90,,AERIAL,E,,71.0,
-9827847.61384594,4879518.15261011,91,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,91,,AERIAL,E,,72.0,
-9827734.14087803,4879393.41076816,92,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,92,,AERIAL,E,,73.0,
-9827734.83707229,4879420.32992293,93,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,93,,AERIAL,E,,74.0,
-9827673.04403775,4879476.63640418,94,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,94,,AERIAL,E,,75.0,
-9827478.60700782,4879228.22708305,95,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,95,,AERIAL,E,,76.0,
-9827559.88994275,4879425.17655237,96,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,96,,AERIAL,E,,77.0,
-9827500.91079322,4879482.2965354,97,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,97,,AERIAL,E,,78.0,
-9823319.67902428,4882305.80993235,862,Hospital,"24"" X 24""",Arrow Straight,Traffic Signal Mast Arm, ,Guide,,D9-2,IDOT,877,,AERIAL,G,,675,
-9827212.60261414,4879015.35966913,99,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,99,,AERIAL,E,,80.0,
-9827241.56562956,4879002.5908997,100,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,100,,AERIAL,E,,81.0,
-9827474.93549932,4879122.77224578,101,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,101,,AERIAL,E,,82.0,
-9827888.07874633,4879255.63543084,102,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,102,,AERIAL,E,,83.0,
-9827873.48488189,4879227.95827438,103,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,103,,AERIAL,E,,84.0,
-9827895.07298603,4879007.53928444,104,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,104,,AERIAL,E,,85.0,
-9827866.05319098,4879022.80238179,105,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,105,,AERIAL,E,,86.0,
-9827447.02363775,4879030.80824252,106,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,106,,AERIAL,E,,87.0,
-9827472.94369174,4879016.35706743,107,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,107,,AERIAL,E,,88.0,
-9827449.55193699,4878587.42843312,108,Stop,"30""",Cross Traffic Does Not Stop,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,108,,AERIAL,E,,89.0,
-9827469.37039701,4878488.64996946,109,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,109,,AERIAL,E,,90.0,
-9827442.46199731,4878396.73586279,110,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,110,,AERIAL,E,,91.0,
-9827468.14288567,4878381.54089734,111,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,111,,AERIAL,E,,92.0,
-9827463.76952747,4878616.330803,112,Stop,"30""",Cross Traffic Does Not Stop,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,112,,AERIAL,E,,93.0,
-9827470.30213702,4878701.40792947,113,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,113,,AERIAL,E,,94.0,
-9827472.64518443,4878805.89790473,114,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,114,,AERIAL,E,,95.0,
-9827472.6325101,4878910.4501063,115,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,115,,AERIAL,E,,96.0,
-9827863.44046836,4878599.50448529,116,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,116,,AERIAL,E,,97.0,
-9827868.24052765,4878576.513718,117,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,117,,AERIAL,E,,98.0,
-9827889.19383197,4878582.080802,118,Stop,"30""", ,Unpunched Telespar,2014,Regulatory, ,R1-1,Champaign,118,,AERIAL,E,,99.0,
-9826989.66662325,4882868.59761082,5404,Hospital,"24"" X 24""",Arrow Straight,Sign Truss, ,Guide,,D9-2,IDOT,5626,,AERIAL,B,,3988,
-9827751.98925667,4879702.21284385,120,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,120,,AERIAL,E,Winchester Dr,101.0,
-9827670.79383754,4879705.90370566,121,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,121,,AERIAL,E,Crescent Dr,71.0,
-9827874.7966563,4879705.66843306,122,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,122,,AERIAL,E,Broadmoor Dr,102.0,
-9827847.61384594,4879518.15261011,123,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,123,,AERIAL,E,Rebecca Dr,72.0,
-9827734.14087803,4879393.41076816,124,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,124,,AERIAL,E,Brett Dr,73.0,
-9827673.04403775,4879476.63640418,125,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,125,,AERIAL,E,Winchester Dr,75.0,
-9827587.54039627,4879245.99115842,126,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,126,,AERIAL,E,Southmoor Dr,103.0,
-9827478.60700782,4879228.22708305,127,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,127,,AERIAL,E,Winchester Dr,76.0,
-9827559.88994275,4879425.17655237,128,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,128,,AERIAL,E,Winchester Dr,77.0,
-9827500.91079322,4879482.2965354,129,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,129,,AERIAL,E,Crescent Dr,78.0,
-9827344.65405557,4879326.42182789,130,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,130,,AERIAL,E,Crescent Dr,79.0,
-9827261.27439704,4879310.26322395,131,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,131,,AERIAL,E,Clover Ln,104.0,
-9827212.60261414,4879015.35966913,132,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,132,,AERIAL,E,Barberry Cr,80.0,
-9827241.56562956,4879002.5908997,133,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,133,,AERIAL,E,Clover Ln,81.0,
-9827474.93549932,4879122.77224578,134,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,134,,AERIAL,E,Winchester Dr,82.0,
-9827888.07874633,4879255.63543084,135,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,135,,AERIAL,E,Southmoor Dr,83.0,
-9827866.05319098,4879022.80238179,136,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,136,,AERIAL,E,Rebecca Dr,86.0,
-9827472.94369174,4879016.35706743,137,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,137,,AERIAL,E,Winchester Dr,88.0,
-9827469.37039701,4878488.64996946,138,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,138,,AERIAL,E,Winchester Dr,90.0,
-9827866.03418516,4878388.71075483,139,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,139,,AERIAL,E,Rebecca Dr,105.0,
-9827353.85690367,4878371.07952922,140,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,140,,AERIAL,E,Sumac Dr,106.0,
-9827468.14288567,4878381.54089734,141,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,141,,AERIAL,E,Sumac Dr,92.0,
-9827463.76952747,4878616.330803,142,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,142,,AERIAL,E,Branch Rd,93.0,
-9827470.30213702,4878701.40792947,143,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,143,,AERIAL,E,Winchester Dr,94.0,
-9821619.47112202,4882327.07224847,8626,Hospital,"24"" X 24""",Arrow Left,Traffic Signal Standard, ,Guide, ,D9-2,IDOT,8995,,AERIAL,I,,6435,
-9827472.6325101,4878910.4501063,145,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,145,,AERIAL,E,Winchester Dr,96.0,
-9827869.88532456,4878917.50279356,146,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,146,,AERIAL,E,Rebecca Dr,107.0,
-9827865.12787184,4878810.70361849,147,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,147,,AERIAL,E,Rebecca Dr,108.0,
-9827867.38264689,4878704.83378242,148,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2015,Streetname, ,D3-1,Champaign,148,,AERIAL,E,Rebecca Dr,109.0,
-9827863.44046836,4878599.50448529,149,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,149,,AERIAL,E,Branch Rd,97.0,
-9827181.55740161,4879001.63358834,150,No Outlet,"18"" X 18""", ,Unpunched Telespar,2010,Warning, ,W14-2,Champaign,150,,AERIAL,E,,110.0,
-9827881.96550234,4878358.98129353,151,No Outlet,"18"" X 18""", ,Unpunched Telespar,2010,Warning, ,W14-2,Champaign,151,,AERIAL,E,,111.0,
-9825370.44463516,4884472.43781777,152,No Parking,"12"" X 18""", ,Punched Telespar,2013,Parking,,R7-1,Champaign,152,,AERIAL,B,,112.0,
-9825356.78457475,4885076.54953462,153,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking,,HR7-11,Champaign,153,,AERIAL,B,,113.0,
-9825396.71717426,4885476.3387384,154,40 mph Speed Limit,"30"" X 36""",40 mph,Streetlight, ,Regulatory,,R2-1,Champaign,154,,AERIAL,B,,114.0,
-9824963.34553237,4885215.28080173,155,Stop,"30""", ,Power Pole, ,Regulatory, ,R1-1,Champaign,155,,AERIAL,B,,115.0,
-9825357.08503436,4885448.87607084,156,Stop,"30""", ,Punched Telespar,2015,Regulatory, ,R1-1,Champaign,156,,AERIAL,B,,116.0,
-9825379.79540007,4884994.99921157,157,Stop,"30""", ,Punched Telespar,2014,Regulatory, ,R1-1,Champaign,157,,AERIAL,B,,117.0,
-9824848.98937599,4884986.41093545,159,Streetname,"8"" X 36""", ,Punched Telespar,2019,Streetname,,D3-1,IDOT,159,,AERIAL,B,N Prospect Ave,119.0,
-9825357.08503436,4885448.87607084,160,Streetname,"8"" X 36""", ,Punched Telespar,2015,Streetname, ,D3-1,Champaign,160,,AERIAL,B,N McKinley Ave,116.0,
-9825354.4595024,4885005.6349995,162,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2015,Streetname,,D3-1,Champaign,162,,AERIAL,B,Francis Dr,117.0,
-9826906.71468655,4880078.93969733,163,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,163,,AERIAL,F,,120.0,
-9826901.10821617,4879365.25252316,164,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,164,,AERIAL,F,,121.0,
-9826906.71468655,4880078.93969733,165,35 mph Speed Limit,"24"" X 30""",,Punched Telespar, ,Regulatory, ,R2-1,Champaign,165,,AERIAL,F,,120.0,
-9828140.72144472,4878209.28114098,166,35 mph Speed Limit,"24"" X 30""",,Punched Telespar, ,Regulatory, ,R2-1,Champaign,166,,AERIAL,E,,122.0,
-9826908.88139407,4879754.52251483,167,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,167,,AERIAL,F,,123.0,
-9826910.24530653,4879644.52806051,168,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,168,,AERIAL,F,,124.0,
-9823153.58347875,4882750.70827438,9566,Hospital,"24"" X 24""",Arrow Right,Streetlight, ,Guide, ,D9-2,Champaign,10034,,AERIAL,K,,7031,
